ID,LATITUDE,LONGITUDE,FACILITY_NAME,AREA,ACTIVITY_TYPE,ANALYSIS,ACTIVITY_DESCRIPTION,CHAIN,ACCESS,EMAIL,WEBSITE,CONTACT_NUMBER,FACILITY_TYPE,FACILITY_CONDITION,AVAILABLE_UTILITIES,FACILITY_CAPACITY,FACILITY_FEE,MEMBERSHIP,OPEN_TIME,FACILITY_ACCESSIBILITY,AGE_RESTRICTION,,FEE,ACCESSIBILITYT
241rf,53.420416,-6.229942,Swords Rugby Club,Swords,Rugby Club,Pitch Sport,Rugby,No,membership,info@swordsrfc.com,http://www.swordsrfc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes access wise no games ran,All ages,,Annual,Yes access wise no games ran
242rf,53.429902,-6.226882,Halpenny Golf Driving Range,Swords,Golf Club,Other,Golf,FCC,membership,info@elmgreengolfclub.ie,http://elmgreengolfclub.ie/,N/A,Outdoor,Good,We have a occupancy of about 50% on the course for the year,200 golfers on the course on a busy day. 150 users of the driving range and 100 pitch and putt players,Single Entry,Annual,Daytime,the clubhouse does not have great access as the house is so old and steps lead to all floors.,All ages,,Annual,the clubhouse does not have great access as the house is so old and steps lead to all floors.
243rf,53.4181066,-6.2586707,Starlights GAA Club,Swords,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://starlightsgfc.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No access for wheelchairs,All ages,,Annual,No access for wheelchairs
244rf,53.408472,-6.246954,Bowling Club,Swords,Bowling Club,Other,Bowling,Yes,membership,no email,http://www.whitehallcolmcille.ie/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
245rf,53.564348,-6.386754,Garristown outdoor pitch,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,https://www.dublingaa.ie/clubs/garristown,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Unsure but seems to be wheelchair access,Could not be fully determined on visit,,Annual,Unsure but seems to be wheelchair access
246rf,53.526483,-6.315364,Wild Geese GAA Pitch,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,info@wildgeesegaa.ie,https://wildgeesegaa.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
247rf,53.525099,-6.268716,Ballyboughal Rangers GFC,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,https://ballyboughalgfc.com/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
248rf,53.549262,-6.264499,Holywell Golf Club,Lusk-Rush,Golf Club,Other,Golf,No,membership,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair,12+,,Annual,Yes wheelchair
249rf,53.617065,-6.194612,O'Dwyer's GAA Club,Balbriggan,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,info@odwyersgaa.com,https://odwyersgaa.com/,(01) 841 3820,Outdoor,Bad,"GAA club and pitches. After upgrades will have 5 pitches, currently have 3",700 members,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Disabled parking spaces,4+ up to any age,,Annual,Disabled parking spaces
250rf,53.615945,-6.186071,Balbriggan FC,Balbriggan,Football Club,Pitch Sport,Soccer,No,membership,no email,https://balbrigganfc.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
251rf,53.611597,-6.18321,Bracken Boxing Club,Balbriggan,Boxing Club,Indoor Activity,Boxing,No,membership,no email,https://www.fighter.ie/Boxing/BrackenBoxingClub.html,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Monthly,Could not be fully determined on visit
252rf,53.60468,-6.183391,Balbriggan Cricket Club,Balbriggan,Cricket Club,Pitch Sport,Cricket,No,membership,no email,https://www.balbriggancricketclub.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,"Access ramp and ability for visitors but no access to sport just yet, though it would work in the future to try",Beginners to 60+,,Annual,"Access ramp and ability for visitors but no access to sport just yet, though it would work in the future to try"
253rf,53.605495,-6.182507,Glebe North A.F.C.,Balbriggan,Football Club,Pitch Sport,Soccer,No,membership,no email,https://www.glebenorthfc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Disabled wheelchair access,All ages,,Annual,Disabled wheelchair access
254rf,53.5521014,-6.1878396,Man-O-War G.F.C.,Balbriggan,Outdoor Pitch,Pitch Sport,"GAA, football, hurling handball",No,membership,info@manowargfc.com,http://www.manowargfc.com/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
255rf,53.5279552,-6.1784799,Round Towers GAA Pitch,Lusk-Rush,Outdoor Pitch,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.roundtowerslusk.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
256rf,53.524614,-6.16131,Outdoor Pitch,Lusk-Rush,Football Club,Pitch Sport,Soccer,No,membership,info@luskunited.ie,http://www.aul.ie/homepage.aspx?oid=1001&cid=10056,N/A,Outdoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,To field no wheelchair access,All ages,,Annual,To field no wheelchair access
257rf,53.529367,-6.169231,153rd CBSI Scouts,Lusk-Rush,Scouts,Other,Scouts,Yes,membership,no email,http://www.luskparish.ie/scoutgroup.html,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,,Annual,Could not be fully determined on visit
258rf,53.560993,-6.116342,Skerries Golf Course,Balbriggan,Golf Club,Other,Golf,No,membership,no email,https://skerriesgolfclub.ie/,(01) 849 1567,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
259rf,53.579051,-6.113305,Skerries Harps FC,Balbriggan,Football Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.skerriesharps.ie/,(01) 849 4420,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair accessible,All ages,,Annual,Wheelchair accessible
260rf,53.578015,-6.11343,Skerries Harps GAA,Balbriggan,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.skerriesharps.ie/,(01) 849 4420,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair accessible,all ages,,Annual,Wheelchair accessible
261rf,53.572606,-6.1019744,Skerries R.F.C.,Balbriggan,Rugby Club,Pitch Sport,Rugby,No,membership,no email,http://www.skerriesrfc.ie/,(01) 849 0066,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access though no sports offered,All ages,,Annual,Wheelchair access though no sports offered
262rf,53.5776486,-6.1106445,38th Scouts Den Skerries,Balbriggan,Scouts,Other,Scouts,Yes,membership,no email,https://www.scouts.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,,Annual,Could not be fully determined on visit
263rf,53.5478715,-6.0876616,Loughsinny United A.F.C. Pitch,Balbriggan,Outdoor Pitch,Pitch Sport,Soccer,No,membership,no email,http://www.aul.ie/homepage.aspx?oid=1001&cid=10170,N/A,Outdoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
264rf,53.539562,-6.093712,Rush A.F.C.,Lusk-Rush,Football Club,Pitch Sport,Soccer,No,membership,no email,http://rushafc.webnode.com/,(01) 843 0569,Outdoor,Good,Could not be fully determined,11 a side Soccer,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes but poor enough,All ages,,Annual,Yes but poor enough
265rf,53.52339,-6.10016,Rush 38th CBSI Scouts Den,Lusk-Rush,Scouts,Other,Scouts,Yes,membership,no email,https://www.scouts.ie/,N/A,Outdoor,Fair,Could not be fully determined,N/A (no one on site),Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,,Annual,Could not be fully determined on visit
266rf,53.513658,-6.104174,Rush Golf Course,Lusk-Rush,Golf Club,Other,Golf,No,membership,info@rushgolfclub.com,https://www.rushgolfclub.com/,(01) 843 8177,Outdoor,Good,gets busy at certain times where a tee time is required,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair access to clubhouse,All ages,,Annual,Yes wheelchair access to clubhouse
267rf,53.487166,-6.261894,Swords Open Golf Course,Swords,Golf Club,Other,Golf,No,membership,no email,https://www.swordsgolfclub.ie/,(01) 843 2302,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
268rf,53.484283,-6.267159,Roganstown Golf Course,Swords,Golf Club,Other,Golf,No,membership,no email,https://www.roganstown.com/,(01) 843 3118,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
269rf,53.459393,-6.323931,Corrstown Golf Course,Swords,Golf Club,Other,Golf,No,membership,info@corrstowngolfclub.com,https://corrstowngolfclub.com/,(01) 864 0533,Outdoor,Good,900 members,900 members,Single Entry,Annual,Daytime,Disabled access available,All ages,,Annual,Disabled access available
270rf,53.50358,-6.304032,Fingal Ravens GAA Club,Lusk-Rush,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,https://fingalravens.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Unsure though wheelchair access,All ages,,Annual,Unsure though wheelchair access
271rf,53.485997,-6.107827,St. Ita's F.C.,Lusk-Rush,Football Club,Pitch Sport,Soccer,No,membership,no email,http://www.stitasafc.eu/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Unsure as no one here on visit though a part of the st.itas campus which deals with people who have mental disabilities,All ages,,Annual,Unsure as no one here on visit though a part of the st.itas campus which deals with people who have mental disabilities
272rf,53.4597093,-6.2464051,Swords Manor F.C.,Swords,Football Club,Pitch Sport,Soccer,No,membership,no email,http://www.swordsmanorfootballclub.yourclub.ie/,N/A,Outdoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No,All ages,,Annual,No
273rf,53.453322,-6.29327,Rivermeade Football Club,Swords,Football Club,Pitch Sport,Soccer,No,membership,no email,http://www.rivermeadefootballclub.yourclub.ie/,(01) 813 2808,Outdoor,Bad,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No access,All ages,,Annual,No access
274rf,53.5752652,-6.2133766,Ring Commons Sports Centre pitches,Lusk-Rush,Football Club,Pitch Sport,Soccer,No,membership,no email,https://www.glebenorthfc.com/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
275rf,53.412767,-6.2396183,Whitehall GAA All weather pitch,Swords,Gaa Club,Pitch Sport,"GAA, football, hurling handball",No,membership,no email,http://www.whitehallcolmcille.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
276rf,53.463231,-6.205822,Swords Karate Club,Swords,Martial Arts,Indoor Activity,Karate,No,membership,no email,http://www.hokubudojo.org/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Monthly/Annual,Evening,Could not be fully determined on visit,All ages,,Nightly/Monthly/Annual,Could not be fully determined on visit
277rf,53.444801,-6.208517,Holywell Community Centre,Swords,Community Centre,Indoor Activity,Other,No,membership,info@washido-karate.com,http://washido-karate.com/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Monthly/Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,,Nightly/Monthly/Annual,Could not be fully determined on visit
278rf,53.470603,-6.281163,Bacultry Riding Stables,Swords,Equestrian,Other,Horse riding,No,membership,no email,http://balcultrystables.ie/,N/A,Outdoor/Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Block of 4,Tuesday to Saturday,Could not be fully determined on visit,All ages,,Per Lesson/Block of 4,Could not be fully determined on visit
279rf,53.445627,-6.263797,Forest Equestrian Centre,Swords,Equestrian,Other,Horse riding,No,membership,no email,https://www.kilronanequestriancentre.com/,N/A,Outdoor/Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Block of 4,Tuesday to Sunday,Could not be fully determined on visit,All ages,,Per Lesson/Block of 4,Could not be fully determined on visit
280rf,53.529594,-6.338295,Cheval Riding Club,Lusk-Rush,Equestrian,Other,Horse riding,No,membership,info@chevalridingclub.com,http://chevalridingclub.com/,N/A,Outdoor/Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
281rf,53.533598,-6.356854,Oldtown Riding Stables,Lusk-Rush,Equestrian,Other,Horse riding,No,membership,no email,www.facebook.com/pages/category/Landmark---Historical-Place/Oldtown-Riding-Stables-950773518351072/,(01) 835 4755,Outdoor/Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Block of 4,Daytime,Could not be fully determined on visit,All ages,,Per Lesson/Block of 4,Could not be fully determined on visit
282rf,53.562572,-6.25916,Fingal Sporting Club,Lusk-Rush,Shooting,Other,Shooting,No,entry fee,info@ifhta.ie,https://ifhta.ie/map-location/fingal-sports/?mpfy_map=2144,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Nightly,Daytime,Could not be fully determined on visit,16+,,Nightly,Could not be fully determined on visit
283rf,53.526457,-6.313931,Oldtown Racquetball and Handball,Lusk-Rush,Other,Other,"Handball,Racquetball",No,membership,info@racquetball.ie,https://www.racquetball.ie/leinster.html,N/A,Indoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,,Annual,Could not be fully determined on visit
284rf,53.521799,-6.268484,Ballyboughal Pitch and Putt,Lusk-Rush,Other,Other,Pitch and putt,No,entry fee,no email,http://www.ballyboughalpitchandputt.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Has no disabled bathroom but runs goal for life events in the past,40-80,,Nightly/Annual,Has no disabled bathroom but runs goal for life events in the past
285rf,53.610901,-6.181685,Balbriggan Racing Pigeon Club,Balbriggan,Racing,Other,Pigeon Racing,No,membership,info@courtlough.ie,https://www.courtlough.ie/,(01) 841 3096,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,All ages,,Nightly/Annual,Could not be fully determined on visit
286rf,53.569379,-6.199082,Courtlough Shooting Ground,Balbriggan,Shooting,Other,Shooting,No,entry fee,info@courtlough.ie,https://www.courtlough.ie/,(01) 841 3096,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Nightly/Annual,Could not be fully determined on visit
287rf,53.583715,-6.104621,Skerries Sailing Club,Balbriggan,Boating,Watersports,Sailing,No,membership,info@skerriessailingclub.com,http://skerriessailingclub.com/,(01) 849 1233,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Wheelchair access though unsure since no one on site to talk too,All ages,,Annual,Wheelchair access though unsure since no one on site to talk too
288rf,53.582869,-6.105109,Skerries Sea Scouts,Balbriggan,Boating,Watersports,Sailing,No,membership,no email,https://www.skerrieshomepage.com/clubs-in-skerries/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
289rf,53.577467,-6.108224,Skerries Bowling Club,Balbriggan,Other,Other,Bowling,No,membership,no email,https://skerriesbowling.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Annual,Could not be fully determined on visit
290rf,53.510924,-6.118016,Rush Sailing Club,Lusk-Rush,Boating,Watersports,Sailing,No,membership,no email,https://www.rushsc.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Unsure as no one to tell me on visit,Could not be fully determined on visit,,Annual,Unsure as no one to tell me on visit
291rf,53.490559,-6.146349,Portrane Hockey Club,Lusk-Rush,Hockey Club,Other,Hockey,No,membership,no email,https://portranehockey.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes though unsure of activities,All ages,,Annual,Yes though unsure of activities
292rf,53.469275,-6.175116,Blast Watersports Dublin,Lusk-Rush,Watersports,Watersports,"Windsurfing,Watersports",No,entry fee,info@blastwatersportsdublin.com,http://blastwatersportsdublin.com/,N/A,Watersports,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Course,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Lesson/Course,Could not be fully determined on visit
293rf,53.579621,-6.10717,Skerries Watersports Academy,Balbriggan,Watersports,Watersports,Watersports,No,entry fee,no email,https://www.facebook.com/skerrieswatersportsacademy/,N/A,Watersports,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Course/Camps,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Per Lesson/Course/Camps,Could not be fully determined on visit
294rf,53.583939,-6.104911,Outdoor Dublin - Skerries,Balbriggan,Watersports,Watersports,Water sports,No,entry fee,info@outdoordublin.com,http://www.outdoordublin.com/,N/A,Watersports,Fair,Could not be fully determined,N/A unless booked out,Multiple,Per Lesson/Course/Camps,Weekday Evening/ Daytime Weekends,Unsure no one on site to talk to during visit,All ages,,Per Lesson/Course/Camps,Unsure no one on site to talk to during visit
295rf,53.401121,-6.244968,Morton Stadium,Swords,Running Track,Other,Athletics,No,membership,no email,http://www.mortonstadium.ie/,(01) 8620635,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Monthly/Annual,Daytime/Evening,Unsure but wheelchair access,All ages,,Nightly/Monthly/Annual,Unsure but wheelchair access
296rf,53.421318,-6.229495,A.L.S.A.A,Swords,Running Track,Other,"Athletics,soccer",Yes,membership,info@alsaa.ie,www.alsaa.ie/outdoor/,(01) 488 0400,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Yes events and classes ran for all,All ages,,Nightly/Annual,Yes events and classes ran for all
297rf,53.577375,-6.110034,Skerries Tennis Courts,Balbriggan,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,No,membership,no email,http://www.skerriesltc.org/,(01) 849 0888,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Yes for wheelchair,All,,Nightly/Annual,Yes for wheelchair
298rf,53.583768,-6.193996,Balrothery Balbriggan Tennis Club,Balbriggan,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,No,membership,info@balrotherytennis.ie,https://www.balrotherybalbriggantennisclub.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,All ages,,Nightly/Annual,Could not be fully determined on visit
299rf,53.546804,-6.113942,Fagan Tennis Academy,Balbriggan,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,No,membership,no email,http://www.fagantennisacademy.ie/contact-us/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Nightly/Annual,Could not be fully determined on visit
300rf,53.481269,-6.130066,Donabate Portrane Tennis Club,Lusk-Rush,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,No,membership,no email,http://www.donabatetennis.com/,N/A,Outdoor,Good,"Our courts are open to our members only, the opening times are from 8am to 10pm 7 days a week, therefore the numbers can vary from 2 to 24 depending on time of day and day of the week.","We have six tennis courts which can take 4 members, total:?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄 24.",Multiple,Nightly/Annual,Daytime/Evening,"Yes, there is disabled access and 1 disabled toilet.?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄 Coaching is offered to people with disabilities.",4+,,Nightly/Annual,"Yes, there is disabled access and 1 disabled toilet.?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄 Coaching is offered to people with disabilities."
301rf,53.461444,-6.219948,Swords Tennis Club,Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,No,membership,no email,http://swordstennisclub.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,No access provided for wheelchairs,All ages 4+,,Nightly/Annual,No access provided for wheelchairs
302rf,53.464968,-6.223017,St Finians' Tennis Court,Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,No,membership,no email,http://swordstennisclub.ie/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Nightly/Annual,Could not be fully determined on visit
303rf,53.45554,-6.209123,Swords Outdoor Tennis Courts,Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,FCC,free,BalSwoOpArea@fingalcoco.ie,http://www.fingal.ie/community-and-leisure/sports-and-fitness/tennis-courts/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Free,Free,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,,Free,Could not be fully determined on visit
304rf,53.44091,-6.215152,Holywell Tennis Courts,Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,FCC,free,BalSwoOpArea@fingalcoco.ie,http://www.fingal.ie/community-and-leisure/sports-and-fitness/tennis-courts/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Weekday Evening/ Daytime Weekends,No wheelchair access to park which is a let down,All,,Free,No wheelchair access to park which is a let down
305rf,53.420684,-6.231754,A.L.S.A.A Tennis Courts,Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis","Basketball,tennis",Yes,membership,info@alsaa.ie,https://www.alsaa.ie/,(01) 488 0400,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime/Evening,Yes used by prosper fingal,All ages,,Nightly/Annual,Yes used by prosper fingal
306rf,53.408463,-6.245955,Sportslink Tennis Courts,Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Tennis,Yes,membership,info@sportslink.ie,http://www.sportslink.ie/,(01) 862 1200,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime/Evening,Yes,All,,Nightly/Annual,Yes
307rf,53.608935,-6.180892,Sunshine House Basketball Court,Balbriggan,Outdoor Basketball Courts,"Playground, MUGA, Outdoor Gyms, Tennis","Basketball,tennis",No,free,no email,http://www.sunshinefund.ie/sunshine-holidays/sunshine-house-facilities/,(01) 8198430,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,,Free,Could not be fully determined on visit
308rf,53.422245,-6.229515,A.L.S.A.A. Sports Complex,Swords,Private Leisure Facility,Indoor Activity,"Rugby,soccer,hockey, snooker,bowling bowls",Yes,membership,info@alsaa.ie,https://www.alsaa.ie/,N/A,Indoor,Good,depends on peaks,N/A at present there are roughly 9000 members,Multiple,Nightly/Annual,Daytime,Yes prosper fingal,All goods,,Nightly/Annual,Yes prosper fingal
309rf,53.401354,-6.257784,Northwood Gym,Swords,Private Leisure Facility,Indoor Activity,Gym,Yes,membership,info@bendunnegyms.com,https://www.bendunnegyms.com/northwood.aspx,(01) 886 9292,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime/Evening,Wheel chair access yes,15 +,,Annual,Wheel chair access yes
310rf,53.40824,-6.248071,Sportslink Leisure Centre,Swords,Private Leisure Facility,Indoor Activity,"Gym, swimming pool",Yes,membership,info@sportslink.ie,http://www.sportslink.ie/,(01) 862 1200,Indoor,Good,N/A only for classes with capacity,Will take on all members,Multiple,Nightly/Annual,Daytime/Evening,"Yes, classes organized for everyone",All ages,,Nightly/Annual,"Yes, classes organized for everyone"
311rf,53.576336,-6.218403,Ring Commons Sports Centre,Lusk-Rush,Private Leisure Facility,Indoor Activity,Community centre,No,free,no email,https://www.facebook.com/ringcommons.sportcentre/,(01) 841 2253,Indoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,Yes wheelchair access,All ages,,Free,Yes wheelchair access
312rf,53.606336,-6.183886,Phoenix Fitness Gyms,Balbriggan,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,phoenixfitnessgyms.com,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Monthly/Annual,Daytime/Evening,Wheelchair access,16+,,Monthly/Annual,Wheelchair access
