X,Y,LATITUDE,LONGITUDE,FACILITY_NAME,LEA,ACTIVITY_TYPE,ANALYSIS,ACTIVITY,ACTIVITY_DESCRIPTION,COMMERCIAL_OR_NON-COMMERCIAL,CHAIN,ACCESS,EMAIL,WEBSITE,CONTACT_NUMBER,FACILITY_TYPE,FACILITY_CONDITION,AVAILABLE_UTILITIES,FACILITY_CAPACITY,FACILITY_FEE,MEMBERSHIP,OPEN_TIME,FACILITY_ACCESSIBILITY,AGE_RESTRICTION,X_ITM,Y_ITM,OBJECT_ID
-687290.2097,7080572.013,53.524288,-6.174033,Lusk NC Fitness,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,https://www.ncfitness.ie/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,721072.3885,754254.209,211
-692122.7001,7065498.86,53.443716,-6.217444,Fitness Forte,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,http://www.fitnessfortept.com/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No wheelchair access,Could not be fully determined on visit,718418.4768,745216.8938,212
-693069.1384,7064345.402,53.437544,-6.225946,FINGAL BODY TRANSFORMATIONS,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Single,Gym,Commercial,No,membership,no email,http://fingalbodytransformations.ie/classes/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,717870.8098,744516.1184,213
-704206.3195,7086277.278,53.554745,-6.325993,SPRINGHILL EQUESTRIAN CENTRE,LEA-5 - Lusk-Rush,Equestrian,Other,Single,Horse riding,Commercial,No,entry fee,no email,https://www.facebook.com/springhill.stables.7/,N/A,Indoor/Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,710917.7692,757395.4116,214
-710574.4623,7088482.408,53.566511,-6.383199,Garristown Library,LEA-5 - Lusk-Rush,Library,Other,Multiple,Library,Non Commercial,FCC,free,garristownlibrary@fingal.ie,http://www.fingalcoco.ie/community-and-leisure/libraries/find-a-library-and-check-opening-hours/garristown-library/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair,All,707097.9394,758616.9606,215
-678240.2691,7081515.832,53.529328,-6.092736,Rush Cricket Club,LEA-5 - Lusk-Rush,Cricket Club,Pitch Sport,Single,Cricket,Non Commercial,No,membership,no email,https://www.rushcricketclub.ie/,(01) 843 7189,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Wheelchair access but no activities provided,Could not be fully determined on visit,726447.2736,754956.1976,216
-679715.7866,7082062.662,53.5322478,-6.1059908,St. Maur's GAA Club,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.maurs.ie/,(01) 843 8233,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access with lift and work with the disabled throughout the community,All ages,725559.9657,755257.6019,217
-679664.6019,7080099.396,53.521764,-6.105531,Rush Martial Arts Academy (RFA),LEA-5 - Lusk-Rush,Martial Arts,Indoor Activity,Single,Martial arts,Non Commercial,No,membership,no email,http://www.rushfightacademy.ie/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,725621.4685,754092.0025,218
-691660.5016,7069744.104,53.466424,-6.213292,Fingallians GAA Club,LEA7 - Swords,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.fingallians.com/,(01) 1840 2518,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Wheelchair access yes,All ages,718630.96,747750.2678,219
-695184.3201,7064794.281,53.439946,-6.244947,Forest Little Golf Club,LEA7 - Swords,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,http://forrestlittle.ie/,(01) 840 1763,Outdoor,Good,Tee times effect,N/A (members 125 females 565 males),Single Entry,Annual,Daytime,"Wheelchair access provided, special olympics Ireland events organized",All ages,716601.8925,744752.1274,220
-696088.7909,7066331.54,53.448171,-6.253072,Rivervalley AFC,LEA7 - Swords,Football Club,Pitch Sport,Multiple,changing rooms,Non Commercial,No,membership,no email,http://www.stfinians.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access,Could not be fully determined on visit,716039.7144,745653.9838,221
-701287.2998,7066896.99,53.451196,-6.299771,St. Margarets Golf and County Club,LEA7 - Swords,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,https://www.stmargaretsgolf.com/,(01) 864 0400,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Wheelchair access,All,712929.9749,745915.5695,222
-701408.972,7065061.341,53.441375,-6.300864,St. Margarets GAA Club,LEA7 - Swords,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,https://stmargaretsgaa.ie/,N/A,Outdoor,Good,The facility is used for GAA training and matches and numbers can and do vary,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,"The facility is fully open for disabled access as it is all on the flat with the exception of a gym upstairs, which dose not have disable access.  We have no activities aimed at disabled persons",All age groups (4yo onwards),712883.4215,744821.1503,223
-700504.2785,7092308.263,53.586917,-6.292737,Clann Mhuire GAA Club,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.clannmhuire.ie/,N/A,Outdoor,Good,depending on hourly bookings of sports hall,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes,All age groups,713035.2399,761027.26,224
-690046.4358,7092314.545,53.5869505,-6.1987926,Balbriggan Rugby Club Pitch,LEA-5 - Balbriggan,Rugby Club,Pitch Sport,Single,Rugby,Non Commercial,No,membership,no email,http://balbrigganrfc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,719254.4707,761184.2759,225
-689629.7001,7092540.618,53.588156,-6.195049,North County Cricket Club,LEA-5 - Balbriggan,Cricket Club,Pitch Sport,Single,Cricket,Non Commercial,No,membership,no email,https://www.northcountycricketclub.net/,(01) 849 6124,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,All ages,719498.9016,761324.6796,226
-688018.3505,7093116.192,53.591225,-6.180574,Balbriggan Golf Club,LEA-5 - Balbriggan,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,http://www.balbriggangolfclub.com/,N/A,Outdoor,Good,Tee times during competition may require a short que or booking of a tee time),660+ open membership,Single Entry,Annual,Daytime,"Wheelchair access to clubhouse, welcoming to all",8+ (oldest member currently 93),720448.4121,761690.5379,227
-683975.2266,7088034.811,53.564123,-6.144254,The Hills Cricket Club,LEA-5 - Balbriggan,Cricket Club,Pitch Sport,Single,Cricket,Non Commercial,No,membership,no email,http://thehillscricketclub.ie/,(01) 849 2233,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,Could not be fully determined on visit,722931.2131,758737.2493,228
-681944.8704,7072787.727,53.482697,-6.126015,Donabate Golf Club,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,https://donabategolfclub.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair access,All,724377.648,749709.5482,229
-682399.4992,7073351.392,53.48571,-6.130099,St. Patrick's GAA Club,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,info@stpatsgaa.com,https://stpatsgaa.com/,(01) 808 5293,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Unsure as no one here on visit but club house is wheelchair accessible it seems,All ages,724097.8225,750037.6497,230
-681133.5739,7074554.247,53.492139,-6.118727,Portrane AFC Pitch,LEA-5 - Lusk-Rush,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,info@portraneafc.com,http://portraneafc.com/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,724833.5745,750772.7882,231
-682773.4214,7071451.778,53.475555,-6.133458,Balcarrick Golf Club,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,http://www.balcarrickgolfclub.com/,(01) 843 6957,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair access,All ages,723904.5126,748901.9805,232
-682136.1173,7069949.058,53.46752,-6.127733,Corballis Golf Course,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,http://corballislinks.com/,(01) 843 4000,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,724307.9914,748017.9908,233
-682758.6159,7068868.061,53.461739,-6.133325,The Island Golf Course,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,info@theislandgolfclub.com,http://www.theislandgolfclub.ie/,(01) 8436205,Outdoor,Good,The Club has ca. 850 Members and 7500 visitors per annum,the capacity has not yet been determined,Single Entry,Annual,Daytime,Disabled parking and clubhouse access,All ages,723953.5951,747365.073,234
-685127.7173,7075219.274,53.495693,-6.154607,Beaverstown Golf Club,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,http://www.beaverstown.com/,N/A,Outdoor,Good,Current number of golfing members is about 650. About 100 visitor play golf or receive tuition each week.,The Club can cater for about 800 members. On any one day about 200 persons can play. In an Open Competitions most of the 200 might be visitors,Single Entry,Annual,Daytime,Those with disabilities may play golf. This is facilitated by the availability of Golf Buggies for hire and disability car parking. The Club does not have lift access to the second floor of the Clubhouse where the bar and restaurant facilities are locate,All ages,722442.7267,751105.9509,235
-693308.2416,7071076.773,53.47355,-6.2280939,Swords Celtic Football Club,LEA7 - Swords,Football Club,Pitch Sport,Single,Football,Non Commercial,No,membership,no email,http://www.swordscelticfc.yourclub.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,717628.5504,748518.5746,236
-692628.7585,7070018.998,53.467894,-6.22199,St. Colmcilles GAA,LEA7 - Swords,Gaa Club,Pitch Sport,Multiple,Steady year round,Non Commercial,No,membership,no email,http://stcolmcillesgfc.ie/,(01) 685 4327,Outdoor,Good,1 pitch rented off council,200,Single Entry,Annual,Daytime,Toilets and lifts in clubhouse,All ages,718049.4188,747899.3805,237
-694278.5134,7068497.665,53.459758,-6.23681,164th Brackenstown Scouts,LEA7 - Swords,Scouts,Other,Multiple,Scouts,Non Commercial,Yes,membership,no email,http://brackenstownscouts.ie/,(01) 840 9660,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,717087.9377,746969.7337,238
-694951.551,7067356.483,53.453654,-6.242856,St. Finians GAA Club,LEA7 - Swords,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.stfinians.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access,Could not be fully determined on visit,716703.2166,746280.6929,239
-694971.1432,7067332.928,53.453528,-6.243032,171st CBSI Rivervalley Scouts,LEA7 - Swords,Scouts,Other,Multiple,Scouts,Non Commercial,Yes,membership,no email,http://swordsscouts.ie/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,716691.8738,746266.3861,240
-693513.9711,7061145.3,53.420416,-6.229942,Swords Rugby Club,LEA7 - Swords,Rugby Club,Pitch Sport,Single,Rugby,Non Commercial,No,membership,info@swordsrfc.com,http://www.swordsrfc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes access wise no games ran,All ages,717652.6301,742603.8784,241
-693173.3335,7062917.453,53.429902,-6.226882,Halpenny Golf Driving Range,LEA7 - Swords,Golf Club,Other,Single,Golf,Non Commercial,FCC,membership,info@elmgreengolfclub.ie,http://elmgreengolfclub.ie/,N/A,Outdoor,Good,We have a occupancy of about 50% on the course for the year,200 golfers on the course on a busy day. 150 users of the driving range and 100 pitch and putt players,Single Entry,Annual,Daytime,the clubhouse does not have great access as the house is so old and steps lead to all floors.,All ages,717829.7662,743664.3308,242
-696712.0354,7060713.924,53.4181066,-6.2586707,Starlights GAA Club,LEA7 - Swords,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://starlightsgfc.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No access for wheelchairs,All ages,715749.5282,742299.9377,243
-695407.7383,7058914.512,53.408472,-6.246954,Bowling Club,LEA7 - Swords,Bowling Club,Other,Single,Bowling,Non Commercial,Yes,membership,no email,http://www.whitehallcolmcille.ie/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,716554.633,741247.0776,244
-710970.2031,7088076.983,53.564348,-6.386754,Garristown outdoor pitch,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,https://www.dublingaa.ie/clubs/garristown,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Unsure but seems to be wheelchair access,Could not be fully determined on visit,706867.9254,758370.9555,245
-703023.1047,7080983.047,53.526483,-6.315364,Wild Geese GAA Pitch,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,info@wildgeesegaa.ie,https://wildgeesegaa.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,711696.3567,754267.5249,246
-697830.273,7080723.878,53.525099,-6.268716,Ballyboughal Rangers GFC,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,https://ballyboughalgfc.com/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,714792.7282,754187.6941,247
-697360.8388,7085249.889,53.549262,-6.264499,Holywell Golf Club,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair,12+,715006.7997,756882.9061,248
-689581.0535,7097963.995,53.617065,-6.194612,O'Dwyer's GAA Club,LEA-5 - Balbriggan,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,info@odwyersgaa.com,https://odwyersgaa.com/,(01) 841 3820,Outdoor,Bad,"GAA club and pitches. After upgrades will have 5 pitches, currently have 3",700 members,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Disabled parking spaces,4+ up to any age,719446.2249,764541.8645,249
-688630.2737,7097753.812,53.615945,-6.186071,Balbriggan FC,LEA-5 - Balbriggan,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,https://balbrigganfc.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,720014.4272,764431.624,250
-688311.7887,7096937.904,53.611597,-6.18321,Bracken Boxing Club,LEA-5 - Balbriggan,Boxing Club,Indoor Activity,Single,Boxing,Non Commercial,No,membership,no email,https://www.fighter.ie/Boxing/BrackenBoxingClub.html,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,720216.053,763952.6897,251
-688331.9375,7095640.094,53.60468,-6.183391,Balbriggan Cricket Club,LEA-5 - Balbriggan,Cricket Club,Pitch Sport,Single,Cricket,Non Commercial,No,membership,no email,https://www.balbriggancricketclub.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,"Access ramp and ability for visitors but no access to sport just yet, though it would work in the future to try",Beginners to 60+,720223.7261,763182.7907,252
-688233.5311,7095792.998,53.605495,-6.182507,Glebe North A.F.C.,LEA-5 - Balbriggan,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,https://www.glebenorthfc.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Disabled wheelchair access,All ages,720279.9075,763274.9622,253
-688827.1534,7085781.911,53.5521014,-6.1878396,Man-O-War G.F.C.,LEA-5 - Balbriggan,Outdoor Pitch,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,info@manowargfc.com,http://www.manowargfc.com/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,720078.2773,757325.352,254
-687785.2363,7081258.743,53.5279552,-6.1784799,Round Towers GAA Pitch,LEA-5 - Lusk-Rush,Outdoor Pitch,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.roundtowerslusk.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,720767.1278,754654.6717,255
-685873.8918,7080633.058,53.524614,-6.16131,Outdoor Pitch,LEA-5 - Lusk-Rush,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,info@luskunited.ie,http://www.aul.ie/homepage.aspx?oid=1001&cid=10056,N/A,Outdoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,To field no wheelchair access,All ages,721914.9778,754312.1786,256
-686755.6535,7081523.136,53.529367,-6.169231,153rd CBSI Scouts,LEA-5 - Lusk-Rush,Scouts,Other,Multiple,Scouts,Non Commercial,Yes,membership,no email,http://www.luskparish.ie/scoutgroup.html,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,721376.2332,754827.4681,257
-680868.077,7087448.173,53.560993,-6.116342,Skerries Golf Course,LEA-5 - Balbriggan,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,https://skerriesgolfclub.ie/,(01) 849 1567,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,724789.2228,758437.563,258
-680529.9997,7090833.273,53.579051,-6.113305,Skerries Harps FC,LEA-5 - Balbriggan,Football Club,Pitch Sport,Single,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.skerriesharps.ie/,(01) 849 4420,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair accessible,All ages,724937.1484,760452.0085,259
-680543.9146,7090639.029,53.578015,-6.11343,Skerries Harps GAA,LEA-5 - Balbriggan,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.skerriesharps.ie/,(01) 849 4420,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair accessible,all ages,724931.9269,760336.5244,260
-679268.683,7089624.947,53.572606,-6.1019744,Skerries R.F.C.,LEA-5 - Balbriggan,Rugby Club,Pitch Sport,Single,Rugby,Non Commercial,No,membership,no email,http://www.skerriesrfc.ie/,(01) 849 0066,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Wheelchair access though no sports offered,All ages,725706.502,759754.8898,261
-680233.8342,7090570.332,53.5776486,-6.1106445,38th Scouts Den Skerries,LEA-5 - Balbriggan,Scouts,Other,Multiple,Scouts,Non Commercial,Yes,membership,no email,https://www.scouts.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,725117.4499,760300.6512,262
-677675.3894,7084989.362,53.5478715,-6.0876616,Loughsinny United A.F.C. Pitch,LEA-5 - Balbriggan,Outdoor Pitch,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,http://www.aul.ie/homepage.aspx?oid=1001&cid=10170,N/A,Outdoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,726728.2566,757028.3337,263
-678348.9169,7083432.656,53.539562,-6.093712,Rush A.F.C.,LEA-5 - Lusk-Rush,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,http://rushafc.webnode.com/,(01) 843 0569,Outdoor,Good,Could not be fully determined,11 a side Soccer,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes but poor enough,All ages,726352.0967,756093.0822,264
-679066.705,7080403.86,53.52339,-6.10016,Rush 38th CBSI Scouts Den,LEA-5 - Lusk-Rush,Scouts,Other,Multiple,Scouts,Non Commercial,Yes,membership,no email,https://www.scouts.ie/,N/A,Outdoor,Fair,Could not be fully determined,N/A (no one on site),Single Entry,Annual,Weekends,Could not be fully determined on visit,45809,725972.7541,754282.393,265
-679513.5414,7078581.746,53.513658,-6.104174,Rush Golf Course,LEA-5 - Lusk-Rush,Golf Club,Other,Single,Golf,Non Commercial,No,membership,info@rushgolfclub.com,https://www.rushgolfclub.com/,(01) 843 8177,Outdoor,Good,gets busy at certain times where a tee time is required,Could not be fully determined,Single Entry,Annual,Daytime,Yes wheelchair access to clubhouse,All ages,725735.4433,753192.5378,266
-697070.8515,7073623.791,53.487166,-6.261894,Swords Open Golf Course,LEA7 - Swords,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,https://www.swordsgolfclub.ie/,(01) 843 2302,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,715347.978,749978.2531,267
-697656.9486,7073084.427,53.484283,-6.267159,Roganstown Golf Course,LEA7 - Swords,Golf Club,Other,Single,Golf,Non Commercial,No,membership,no email,https://www.roganstown.com/,(01) 843 3118,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,715006.401,749648.981,268
-703976.7787,7068429.421,53.459393,-6.323931,Corrstown Golf Course,LEA7 - Swords,Golf Club,Other,Single,Golf,Non Commercial,No,membership,info@corrstowngolfclub.com,https://corrstowngolfclub.com/,(01) 864 0533,Outdoor,Good,900 members,900 members,Single Entry,Annual,Daytime,Disabled access available,All ages,711303.9509,746789.5846,269
-701761.6322,7076695.292,53.50358,-6.304032,Fingal Ravens GAA Club,LEA-5 - Lusk-Rush,Gaa Club,Pitch Sport,Multiple,"GAA, football, hurling handball",Non Commercial,No,membership,no email,https://fingalravens.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Unsure though wheelchair access,All ages,712508.3008,751737.1269,270
-679920.1915,7073405.085,53.485997,-6.107827,St. Ita's F.C.,LEA-5 - Lusk-Rush,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,http://www.stitasafc.eu/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Unsure as no one here on visit though a part of the st.itas campus which deals with people who have mental disabilities,All ages,725574.9223,750108.5918,271
-695346.635,7068488.56,53.4597093,-6.2464051,Swords Manor F.C.,LEA7 - Swords,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,http://www.swordsmanorfootballclub.yourclub.ie/,N/A,Outdoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No,All ages,716450.9483,746948.6006,272
-700563.6118,7067294.418,53.453322,-6.29327,Rivermeade Football Club,LEA7 - Swords,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,http://www.rivermeadefootballclub.yourclub.ie/,(01) 813 2808,Outdoor,Bad,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,No access,All ages,713356.0751,746162.4247,273
-691669.9192,7090123.478,53.5752652,-6.2133766,Ring Commons Sports Centre pitches,LEA-5 - Lusk-Rush,Football Club,Pitch Sport,Single,Soccer,Non Commercial,No,membership,no email,https://www.glebenorthfc.com/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,718322.22,759859.21,274
-694591.1319,7059716.62,53.412767,-6.2396183,Whitehall GAA All weather pitch,LEA7 - Swords,Gaa Club,Pitch Sport,,"GAA, football, hurling handball",Non Commercial,No,membership,no email,http://www.whitehallcolmcille.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,717030.5247,741736.9434,275
-690828.945,7069147.038,53.463231,-6.205822,Swords Karate Club,LEA7 - Swords,Martial Arts,Indoor Activity,Single,Karate,Non Commercial,No,membership,no email,http://www.hokubudojo.org/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Monthly/Annual,Evening,Could not be fully determined on visit,All ages,719135.8353,747407.4739,276
-691128.951,7065701.649,53.444801,-6.208517,Holywell Community Centre,LEA7 - Swords,Community Centre,Indoor Activity,Multiple,Other,Non Commercial,No,membership,info@washido-karate.com,http://washido-karate.com/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Monthly/Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,All ages,719008.425,745352.4708,277
-699215.8667,7070525.613,53.470603,-6.281163,Bacultry Riding Stables,LEA7 - Swords,Equestrian,Other,Single,Horse riding,Commercial,No,membership,no email,http://balcultrystables.ie/,N/A,Outdoor/Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Block of 4,Tuesday to Saturday,Could not be fully determined on visit,All ages,714113.76,748104.4306,278
